Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,19,LAL,NBA,PG,80,2259,13.2,.507,.387,.199,2.2,11.2,6.5,21.2,2.1,0.5,15.9,24.1,,-0.7,0.7,0.0,.001,,-0.2,-1.7,-1.8,0.1
Career,,,NBA,,80,2259,13.2,.507,.387,.199,2.2,11.2,6.5,21.2,2.1,0.5,15.9,24.1,,-0.7,0.7,0.0,.001,,-0.2,-1.7,-1.8,0.1
