Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,24,ATL,NBA,SG,35,395,5.1,.468,.613,.275,1.1,12.4,6.9,13.6,1.1,0.4,20.4,12.8,,-0.3,0.5,0.2,.025,,-4.6,-0.3,-4.9,-0.3
Career,,,NBA,,35,395,5.1,.468,.613,.275,1.1,12.4,6.9,13.6,1.1,0.4,20.4,12.8,,-0.3,0.5,0.2,.025,,-4.6,-0.3,-4.9,-0.3
