Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2011-12,22,WAS,NBA,SF,66,1431,8.3,.462,.407,.141,3.4,15.1,9.2,5.0,2.5,1.6,10.3,11.5,,0.1,1.5,1.5,.052,,-2.2,1.2,-1.0,0.4
2012-13,23,WAS,NBA,PF,57,924,7.8,.425,.149,.290,6.1,16.1,11.0,6.3,2.1,2.1,14.2,15.7,,-1.0,1.5,0.5,.028,,-5.2,1.9,-3.3,-0.3
2013-14,24,WAS,NBA,SF,25,250,8.8,.481,.284,.373,8.2,17.5,12.8,3.5,1.9,1.0,17.9,17.2,,-0.2,0.3,0.2,.033,,-4.8,-0.9,-5.6,-0.2
Career,,,NBA,,148,2605,8.2,.449,.294,.224,4.8,15.7,10.2,5.3,2.3,1.7,12.8,13.5,,-1.1,3.3,2.3,.042,,-3.5,1.3,-2.3,-0.2
