Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2014-15,20,TOT,NBA,PG,33,411,7.3,.411,.299,.049,1.9,7.7,4.8,27.3,2.2,1.0,22.2,20.6,,-0.8,0.5,-0.3,-0.040,,-5.2,-1.5,-6.7,-0.5
2014-15,20,PHO,NBA,PG,8,58,12.0,.503,.286,.095,1.9,11.4,6.6,37.5,0.0,2.6,26.8,22.6,,0.0,0.0,0.0,-0.005,,-4.0,-2.8,-6.8,-0.1
2014-15,20,MIL,NBA,PG,25,353,6.6,.395,.301,.041,2.0,7.1,4.5,25.6,2.6,0.7,21.4,20.3,,-0.8,0.4,-0.3,-0.046,,-5.3,-1.3,-6.6,-0.4
2015-16,21,MIL,NBA,PG,46,654,10.7,.510,.209,.182,2.3,10.7,6.6,21.9,1.9,0.1,18.6,17.1,,0.1,0.3,0.4,.030,,-2.4,-2.3,-4.8,-0.5
Career,,,NBA,,79,1065,9.4,.468,.248,.124,2.2,9.6,5.9,24.0,2.1,0.5,20.1,18.4,,-0.7,0.8,0.1,.003,,-3.5,-2.0,-5.5,-0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,MIL,NBA,,71,1007,9.2,.466,.245,.126,2.2,9.5,5.8,23.2,2.2,0.3,19.6,18.2,,-0.7,0.8,0.1,.003,,-3.4,-2.0,-5.4,-0.9
1 season,,PHO,NBA,,8,58,12.0,.503,.286,.095,1.9,11.4,6.6,37.5,0.0,2.6,26.8,22.6,,0.0,0.0,0.0,-0.005,,-4.0,-2.8,-6.8,-0.1
