Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2013-14,22,BOS,NBA,C,70,1400,15.2,.546,.227,.243,11.0,18.8,14.8,13.1,1.3,1.5,16.0,21.0,,1.5,1.4,2.9,.101,,0.3,0.2,0.5,0.9
2014-15,23,BOS,NBA,C,64,1423,15.9,.558,.331,.258,7.0,16.5,11.7,12.2,2.3,2.1,14.3,21.1,,1.5,2.1,3.6,.120,,0.7,1.4,2.1,1.5
2015-16,24,BOS,NBA,C,69,1395,16.3,.561,.378,.230,5.4,16.2,10.7,11.9,1.8,1.8,10.8,20.9,,2.1,2.0,4.1,.141,,0.8,0.4,1.2,1.1
Career,,,NBA,,203,4218,15.8,.555,.315,.243,7.8,17.1,12.4,12.4,1.8,1.8,13.7,21.0,,5.1,5.5,10.6,.120,,0.6,0.7,1.3,3.5
