Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2004-05,21,CHI,NBA,SG,82,2002,14.9,.526,.313,.256,3.1,8.9,6.0,16.3,1.4,0.4,13.7,30.4,,0.8,2.7,3.5,.084,,0.7,-1.3,-0.6,0.7
2005-06,22,CHI,NBA,SG,80,2482,14.5,.531,.332,.233,2.0,8.1,5.1,17.3,1.6,0.2,12.4,26.3,,1.8,2.6,4.4,.086,,1.2,-1.0,0.2,1.4
2006-07,23,CHI,NBA,SG,82,2704,18.2,.572,.280,.329,1.5,9.3,5.4,20.1,1.2,0.5,14.0,29.3,,4.7,3.9,8.6,.152,,2.6,-1.2,1.4,2.4
2007-08,24,CHI,NBA,SG,72,2291,16.4,.558,.324,.274,1.9,9.2,5.4,16.9,1.2,0.3,11.1,26.0,,3.6,1.4,5.1,.106,,2.4,-2.5,-0.1,1.1
2008-09,25,CHI,NBA,SG,82,2999,17.0,.573,.321,.290,2.0,8.8,5.4,15.9,1.2,0.5,11.9,25.0,,5.2,1.7,6.9,.110,,2.7,-2.2,0.6,1.9
2009-10,26,DET,NBA,SG,62,1730,14.0,.534,.335,.329,1.7,7.0,4.2,16.7,1.5,0.3,12.9,24.5,,1.8,0.4,2.1,.059,,1.0,-3.1,-2.1,-0.1
2010-11,27,DET,NBA,SG,82,2131,12.4,.548,.345,.208,2.2,9.3,5.6,13.2,1.2,0.6,14.4,21.5,,1.3,0.3,1.7,.037,,0.1,-2.6,-2.5,-0.3
2011-12,28,DET,NBA,SG,52,1398,13.5,.549,.277,.257,1.2,9.5,5.2,16.5,1.3,0.6,16.3,23.3,,1.0,0.7,1.7,.058,,0.0,-2.4,-2.4,-0.1
2012-13,29,CHA,NBA,SG,75,1560,12.7,.515,.384,.167,1.3,8.5,4.8,17.6,1.2,0.8,14.3,27.8,,-0.4,-0.2,-0.6,-0.018,,-0.4,-4.7,-5.1,-1.2
2013-14,30,CHA,NBA,SG,19,279,6.4,.422,.269,.194,1.2,9.8,5.5,12.2,1.9,0.6,15.2,22.9,,-0.7,0.3,-0.3,-0.058,,-5.9,-1.0,-6.8,-0.3
2014-15,31,ORL,NBA,SG,56,790,10.6,.538,.329,.227,0.8,8.3,4.5,10.3,0.9,0.1,14.5,21.8,,0.1,0.2,0.3,.015,,-2.5,-3.6,-6.1,-0.8
Career,,,NBA,,744,20366,14.9,.546,.321,.263,1.9,8.7,5.2,16.5,1.3,0.4,13.3,25.9,,19.2,14.1,33.3,.078,,1.1,-2.2,-1.1,4.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,CHI,NBA,,398,12478,16.3,.554,.313,.279,2.0,8.9,5.4,17.3,1.3,0.4,12.7,27.3,,16.1,12.4,28.5,.110,,2.0,-1.6,0.4,7.5
3 seasons,,DET,NBA,,196,5259,13.2,.543,.324,.263,1.8,8.6,5.0,15.2,1.3,0.5,14.4,22.9,,4.1,1.3,5.5,.050,,0.4,-2.7,-2.3,-0.5
2 seasons,,CHA,NBA,,94,1839,11.7,.503,.370,.171,1.3,8.7,4.9,16.8,1.3,0.8,14.4,27.0,,-1.1,0.2,-0.9,-0.024,,-1.2,-4.1,-5.3,-1.5
1 season,,ORL,NBA,,56,790,10.6,.538,.329,.227,0.8,8.3,4.5,10.3,0.9,0.1,14.5,21.8,,0.1,0.2,0.3,.015,,-2.5,-3.6,-6.1,-0.8
